business_name,matching_business_id_count,review_count,anger,disgust,fear,joy,neutral,sadness,surprise
Action Roofing,1,19,0.02465750772113859,0.021241301842229884,0.09010505901134913,0.1535481242462992,0.540041560405179,0.05522841470021946,0.11517799971625205
Action Tree Care,1,11,0.14736269253560086,0.1168871609261259,0.022235824144445308,0.16759552602359853,0.32209373197772284,0.11326397625221443,0.11056106711145146
Active Student Housing,1,6,0.04603135849659635,0.22830912222464875,0.04814541650315124,0.41042432317044586,0.18687658198177814,0.0431373696774244,0.037075866634647014
Acupuncture Integration,1,6,0.006198558025062033,0.01829643415597575,0.0064672428804138675,0.37847082534184057,0.3804847927143176,0.04334003742163373,0.1667420976640035
Acura Santa Barbara,1,12,0.09940233640372749,0.02256035397294905,0.1552328256705853,0.2730280767621783,0.21083151828497645,0.0163147736069125,0.22263014037162066
Adama Vegan Comfort Cuisine,1,245,0.02505303889831371,0.10210870074474115,0.015715769133696815,0.48286764464728366,0.21936181674388291,0.03773523319788197,0.117157801787597
Adams Printing & Graphics,1,7,0.0985548503563872,0.0215516494187925,0.0032248792288425286,0.24310785821372907,0.45017710807068007,0.0074177136578197425,0.1759659493608134
Adobe Pet Hospital,1,43,0.05061312164125829,0.09706079836821091,0.07552683169122368,0.25671624435317636,0.3238221294419883,0.10930985993662369,0.08695102141910163
Adore Organic Innovation,1,18,0.23360109133904589,0.18037527498219988,0.06393514699043909,0.06286053414805788,0.18798714653692308,0.08644221470846478,0.18479860376100982
Adore Organic Innovations,1,21,0.10316495402782619,0.1753935791008795,0.10203083262257717,0.3698993078294387,0.09928904253146828,0.015909076147224886,0.13431317700694
Adorn Esthetics,1,14,0.07336420747118864,0.029553777937378154,0.09794332551453924,0.31145232506761594,0.3696270600027804,0.010007198351169214,0.10805211735091035
Adriana Zazueta,1,5,0.00911546300631012,0.00476114616030822,0.0014420745836104798,0.7314038217067719,0.1488825781270861,0.00406544548459348,0.10032942742109294
Advanced Air & Heating,1,13,0.013460662681609368,0.008522018790244992,0.2625304015863758,0.16757005478183806,0.36640419997274876,0.004835413706202284,0.17667722759338522
Advanced Automotive,1,9,0.06336386165478158,0.014303238208716056,0.0910205354254382,0.2516813082620501,0.3488174089127117,0.03167489678081534,0.19913873335139615
Advanced Chiropractic Group,1,28,0.05835736093909609,0.06606679613884932,0.04407094706922566,0.44692202010940363,0.2650185547037316,0.03875008494027753,0.08081424809227293
Advanced Eyecare Optometry,1,11,0.1322869721122763,0.12879551218991925,0.029090901709754317,0.08078270171641962,0.15997695287858893,0.31293481943959534,0.15613212753933936
Advanced Veterinary Specialists,1,124,0.049375019068153704,0.10686030804607713,0.12215801722308121,0.21672211819755063,0.27792761161746904,0.09790026544707808,0.1290566550150904
Aesthetic Center for Plastic Surgery,1,12,0.013343365765952768,0.15855908472925268,0.09882981850387292,0.5103611330899488,0.17258522287011144,0.020029895706102207,0.026291456025016133
Aesthetics Montecito,1,18,0.01657883487900507,0.05448341736337166,0.05755714800195867,0.49677591926107806,0.22634481835282505,0.03665093155319074,0.11160893008733784
Affordable Hardwood Floors,1,21,0.025243181652123328,0.015657954583210558,0.0030012971817215857,0.5129593681277973,0.2940414099333187,0.07660290204720302,0.07249389183042301
Aficionauto,1,16,0.012943296620505819,0.010137477947864631,0.0025454686765442125,0.26428871188545594,0.32946729264222085,0.006613281890167806,0.37400447309482837
After Hours Emergency Dental Care,1,12,0.07421304275824994,0.03793247181844583,0.2612661930519001,0.2553074041303868,0.1569754452599833,0.03091308072907845,0.1833923828671686
Agave Inn,1,185,0.00671555496645281,0.06006485721398442,0.022959560684142333,0.49024571064180017,0.26621074383021204,0.024208807300247603,0.12959476496546046
Ageless Men's Health,1,7,0.033038218006757714,0.04462605495271934,0.0123413289714205,0.17002493961315066,0.5719519965350628,0.03842388499262073,0.1295935733776007
Agri-Turf Supplies,1,6,0.13346650463063267,0.09132824993381894,0.0038431318632016,0.2857912748198335,0.45805050681034726,0.013489173104365615,0.01403113687410945
Agápe Films,1,26,0.03120990398411562,0.008335063840674476,0.0018508793157077116,0.5992596670268819,0.2153301348802275,0.015596891157866336,0.12841746861186734
Ahi Sushi,1,141,0.020203809410743102,0.14646959102568904,0.009976581510995196,0.290808457120178,0.2617865481136485,0.0802611634828784,0.19049385263822335
Aikido Kenkyukai Santa Barbara,1,6,0.008944242610596067,0.00739460578188295,0.120937483026258,0.5001569637097418,0.3270835553606351,0.0036000382388009997,0.031883083574939484
Aimee's Bail Bonds,1,5,0.01487472336739296,0.01184286642819638,0.19151543593034148,0.3593798522604629,0.3476648163050413,0.053731031762435974,0.020991315972059922
Airplant Alchemy,1,10,0.00620508289430285,0.00414345393655817,0.10219219533610155,0.5171040577813983,0.1774068227037787,0.00481743492418894,0.1881309385411441
Airport Animal Hospital,1,30,0.08070687818496174,0.1705273969467574,0.06117243702271171,0.23957843277215335,0.22608277510541178,0.11660383560229089,0.10532824563949054
Airport Motors,1,64,0.06523785350600517,0.08051364799939616,0.041344611060594574,0.25642901053288364,0.4222534563050431,0.03200280313467369,0.10221862230173424
Akari Hair Salon,1,5,0.017737502465024542,0.01407901134807612,0.006990861846134,0.3074542641639709,0.35772923901677134,0.05319554712623352,0.2428135389462113
Aksum Restaurant,1,9,0.0040262517027763334,0.007214753642781689,0.0015159249726113223,0.7907044092814127,0.12729475523034728,0.0038830738954452443,0.06536083658122349
Al Williams Carburetor & Electric,1,8,0.05928829440381374,0.06814793612284116,0.03235814291838319,0.1123670237138867,0.4241403879132121,0.09981288743438195,0.2038852858240716
Al's Roofing & Gutters,1,13,0.07744554189356184,0.0185152042137745,0.004422332560912154,0.3032072594192309,0.4646585485539757,0.09414880661866981,0.03760231501207896
Ala Mar Motel,1,143,0.06870564568048612,0.34472176282409367,0.05602753573134732,0.12043787521726147,0.2214991525190042,0.07915629800311384,0.10945173268453898
Aladdin Cafe,1,155,0.014644082458764867,0.11355302128565282,0.006329306605977949,0.4860143122024789,0.24851848852309966,0.02937620577567643,0.1015645798374598
Alameda Park,1,66,0.008701332817453781,0.0474963888436005,0.024536909687219874,0.5349457597917397,0.2537727051795544,0.02118995481269486,0.10935694252486534
Alamo Rent A Car,1,11,0.16717060210860585,0.11672226661308241,0.08047987683676179,0.11964737130752337,0.14573836766860698,0.0757413916289806,0.2945001186294989
Alamo Self Storage,1,7,0.012281965564138072,0.009988571284338771,0.0015701994000534428,0.6643675885030201,0.27950593775936533,0.004294291637571743,0.027991415932774485
Alan H Fenton Attorney At Law,1,6,0.016906836341756035,0.01307960681151595,0.1468398499807032,0.3819410127277176,0.3955431527768572,0.018277718413931582,0.027411855019939414
"Alan Moelleken, MD - The Spine and Orthopedic Center",1,27,0.07019091472547083,0.08302408916427301,0.08939613789833077,0.28014811926900784,0.2700564115722146,0.07093769392964461,0.13624664818592092
"Alan Schroeder, DC",1,15,0.03846171173887943,0.0963690924768646,0.03271357635191327,0.15566419915606577,0.45052886524548136,0.08051402702306702,0.1457485251439114
Alaris Fitness,1,8,0.009889776760246575,0.03714025086082979,0.04427380545530463,0.472869561985135,0.36735953111201525,0.034089917462551925,0.0343771484913304
Alaska Airlines,1,8,0.19840880547417322,0.06139502477890341,0.004620106919901387,0.30827382943243714,0.1016378421336412,0.16791599048883651,0.15774838428478685
Albertsons,5,228,0.1061010676055223,0.17349860393401362,0.027604034921719048,0.1623428680931714,0.3091581769587815,0.07553865628678494,0.1457565972906243
Alcazar Tapas Bar,1,155,0.010161347018044033,0.05457307581203955,0.005291049349151745,0.6032235936547119,0.19595580258737164,0.028327218725556283,0.10246791521147369
Alcazar Theatre,1,8,0.002564830778283025,0.0036582844040821873,0.001147531394963125,0.8674035370349884,0.06424759444780642,0.018750549788819577,0.04222767113242295
Alchemy Cafe,1,12,0.013576565717812584,0.08184826700016852,0.02933229620490839,0.40999912418192247,0.2407990864788492,0.07655066849353408,0.14789400075096634
Alchemy Wellness Spa,1,59,0.012025525898996189,0.06853898097583389,0.02763459586461417,0.531123246664134,0.2190538375022805,0.025291070486103153,0.11633273137543915
Aldo's Italian Restaurant,1,307,0.02079754099132282,0.193257286804895,0.01927969621330213,0.356515045694708,0.2137367540639779,0.07810173003406469,0.11831194535788926
Alegre Dental and Braces,1,7,0.18145703005471397,0.17663044655429463,0.006784031167626328,0.24921428678291183,0.2250352718734315,0.00876642364476403,0.15211250034293955
Alegria By Design,1,27,0.012570739456417889,0.005644648297068915,0.004115527767377552,0.50896064799141,0.3026674801690711,0.004388432035705504,0.1616525283704201
"Alejandro Roberto Soffici, MD",1,26,0.12217212823004674,0.08139914617193142,0.09307899352055612,0.2271347816903681,0.2900750863437469,0.029957032314716563,0.15618281976248205
Alessia Patisserie & Cafe,1,115,0.014740910702486188,0.010018122699314111,0.0063497307178887845,0.5604200664452156,0.21708350287264452,0.030873540713978152,0.16051412307981236
Alex's Beauty Bar,1,29,0.025127961296299094,0.029731440713131305,0.0858241216668955,0.36305189265163035,0.2614122228696942,0.02471611428010304,0.2101362692834488
Alexander Gardens Assisted Living,1,9,0.1011704603184221,0.05270007017275521,0.02333423285098328,0.479778236308549,0.24091790626860327,0.08462314514650235,0.017475962431894365
Alexander's Mobile Waterless Car Wash,1,6,0.01614311391798155,0.0242388519303252,0.0026637210200229997,0.1681766044348478,0.4697529748082161,0.006172592053189816,0.3128521364803115
"Alexandra Rogers, MD",1,9,0.0631198880857684,0.021209732189567496,0.0058902772531533665,0.5036954501281596,0.33452119181553525,0.010747185804777622,0.06081622075806884
Alfred's Tailoring,1,28,0.034886034637955636,0.05911522324354983,0.02146179449274698,0.31462049861771185,0.3902045102523906,0.05870909471663508,0.12100283580366518
Ali Evans -Berkshire Hathaway HomeServices California Properties,1,26,0.01174824891719389,0.005542803383342731,0.005832848566709619,0.4735834260399525,0.3789903152948962,0.007010419512740646,0.11729192357653605
Alice Keck Park Memorial Gardens,1,79,0.015207022408618764,0.05422091954372984,0.021766813830921928,0.5721245102313217,0.21070178433121,0.034117528352344106,0.0918614335853276
Alice's Nail Boutique,1,48,0.06815888836960458,0.09084806479222603,0.024288223163239253,0.311902023192791,0.23199987979023715,0.0554659079498378,0.21733702519365272
Aligned Pilates Studio,1,5,0.004540356306824781,0.007978666911367279,0.045378179399995076,0.7131508409976959,0.19989650030620393,0.0035166018642484803,0.025538860168308003
Alisa Pepper,1,11,0.04368327672339292,0.0059972213136709,0.011638076489113908,0.5492638728835366,0.3060381812128154,0.005054637027735,0.07832472126888616
Alison Bryan Destinations,1,8,0.016906049277167726,0.02503426693147044,0.004374661395559025,0.35478242952376604,0.4143219101242721,0.06918279698584225,0.11539789312519129
Alito’s,1,18,0.007389701993411572,0.1852131652154235,0.04198009993221296,0.437368985766726,0.21824322092450324,0.07374858141540441,0.03605626651551569
Alki Art & Wellness Institute,1,38,0.010798008573290508,0.012931668573353195,0.04765962127835093,0.43977675100445357,0.33788858471732386,0.051590624731034,0.0993547489266156
All Heart Rentals,1,8,0.06126632590894581,0.042025188944535274,0.0027704027270373877,0.6016375196923036,0.224824778502807,0.003949709265725638,0.06352610024623567
All India Cafe,1,87,0.047955517657101106,0.238287064792781,0.02167181603626568,0.26333109401373844,0.25733179792804617,0.07181442354473913,0.09960828861422383
All Natural Carpet Cleaning,1,29,0.013123486110747843,0.0384760303683739,0.01375930312747966,0.3804885172445712,0.32274780526821467,0.036343311031894907,0.19506155782989384
