business_name,topic_id,topic_label,topic_review_count,topic_share,topic_rank,model,average_topic_score
Giovanni's Pizza Carpinteria,1,"pizza, giovanni, cheese",20,0.16666666666666666,2,BERTopic,4.1
Giovanni's Pizza Carpinteria,2,"pizza, good, bbq",19,0.15833333333333333,3,BERTopic,3.526315789473684
Giovanni's Pizza Carpinteria,3,"pizza, carp, best",15,0.125,4,BERTopic,3.2
Giovanni's Pizza Carpinteria,4,"food, place, cleaned",14,0.11666666666666667,5,BERTopic,2.0714285714285716
Giovanni's Pizza Carpinteria,5,"pizza, just, dough",14,0.11666666666666667,6,BERTopic,2.0
Giovanni's Pizza Carpinteria,6,"good, pizza, place",12,0.1,7,BERTopic,3.6666666666666665
Anthropologie,0,"store, location, love",27,0.6923076923076923,1,BERTopic,4.037037037037037
Anthropologie,1,"store, walk, just",12,0.3076923076923077,2,BERTopic,3.25
Uptown Barber Shop,0,"shop, barber, great",23,0.5897435897435898,1,BERTopic,5.0
Uptown Barber Shop,1,"cut, barber, erik",16,0.41025641025641024,2,BERTopic,4.625
The Valley Project,0,"wine, santa, barbara",17,0.5483870967741935,1,BERTopic,4.705882352941177
The Valley Project,1,"wine, place, good",14,0.45161290322580644,2,BERTopic,4.357142857142857
The Wayfarer,0,"room, hotel, rooms",38,0.42696629213483145,1,BERTopic,4.2894736842105265
The Wayfarer,1,"room, night, hotel",30,0.33707865168539325,2,BERTopic,2.6
The Wayfarer,2,"santa barbara, santa, barbara",21,0.23595505617977527,3,BERTopic,4.809523809523809
Zia Group,0,"zia, group, zia group",24,0.5333333333333333,1,BERTopic,4.708333333333333
Zia Group,1,"daniel, home, santa barbara",21,0.4666666666666667,2,BERTopic,5.0
Supercuts,0,"cut, hair, supercuts",23,0.48936170212765956,1,BERTopic,4.217391304347826
Supercuts,1,"bradley, hair, cut",14,0.2978723404255319,2,BERTopic,4.642857142857143
Supercuts,2,"hair, color, great",10,0.2127659574468085,3,BERTopic,4.2
Walter Claudio Salon,0,"walter, hair, walter claudio",24,0.46153846153846156,1,BERTopic,4.541666666666667
Walter Claudio Salon,1,"hair, great, cut",18,0.34615384615384615,2,BERTopic,4.277777777777778
Walter Claudio Salon,2,"time, told, massage",10,0.19230769230769232,3,BERTopic,2.0
WDC Kitchen & Bath - Santa Barbara,0,"service, wdc, appliances",30,0.6,1,BERTopic,3.5
WDC Kitchen & Bath - Santa Barbara,1,"told, said, dishwasher",20,0.4,2,BERTopic,1.4
The Harbor Restaurant,0,"food, good, service",382,0.8642533936651584,1,BERTopic,3.136125654450262
The Harbor Restaurant,1,"santa, santa barbara, barbara",41,0.09276018099547512,2,BERTopic,4.219512195121951
The Harbor Restaurant,2,"buffet, thanksgiving, christmas",19,0.042986425339366516,3,BERTopic,3.9473684210526314
The Patio Cafe Santa Barbara,0,"patio, breakfast, great",30,0.5769230769230769,1,BERTopic,4.266666666666667
The Patio Cafe Santa Barbara,1,"food, service, just",22,0.4230769230769231,2,BERTopic,1.2727272727272727
Zookers Cafe,0,"food, great, service",301,0.9148936170212766,1,BERTopic,4.372093023255814
Zookers Cafe,1,"carpinteria, great, best",28,0.0851063829787234,2,BERTopic,4.857142857142857
Dune Coffee Roasters - Anacapa,0,"coffee, great, good",72,0.32142857142857145,1,BERTopic,4.5
Dune Coffee Roasters - Anacapa,1,"french, french press, press",58,0.25892857142857145,2,BERTopic,3.9827586206896552
Dune Coffee Roasters - Anacapa,2,"latte, vanilla, milk",36,0.16071428571428573,3,BERTopic,4.583333333333333
Dune Coffee Roasters - Anacapa,3,"santa barbara, barbara, santa",23,0.10267857142857142,4,BERTopic,4.3478260869565215
Dune Coffee Roasters - Anacapa,4,"espresso, sb, don",13,0.05803571428571429,5,BERTopic,3.8461538461538463
Dune Coffee Roasters - Anacapa,5,"dune, coffee, dune coffee",12,0.05357142857142857,6,BERTopic,4.75
Dune Coffee Roasters - Anacapa,6,"outlets, coffee, don",10,0.044642857142857144,7,BERTopic,3.1
The Hungry Cat,0,"good, oysters, seafood",189,0.5294117647058824,1,BERTopic,3.380952380952381
The Hungry Cat,1,"cat, hungry, hungry cat",60,0.16806722689075632,2,BERTopic,3.5166666666666666
The Hungry Cat,2,"barbara, santa barbara, santa",39,0.1092436974789916,3,BERTopic,4.3076923076923075
The Hungry Cat,3,"place, great, love",25,0.0700280112044818,4,BERTopic,4.52
The Hungry Cat,4,"good, really, service",25,0.0700280112044818,5,BERTopic,4.4
The Hungry Cat,5,"burger, pug burger, pug",19,0.05322128851540616,6,BERTopic,3.1052631578947367
Telegraph Brewing Company,0,"beer, great, good",79,0.6752136752136753,1,BERTopic,3.8607594936708862
Telegraph Brewing Company,1,"telegraph, beer, beers",26,0.2222222222222222,2,BERTopic,4.576923076923077
Telegraph Brewing Company,2,"barbara, santa barbara, santa",12,0.10256410256410256,3,BERTopic,4.75
"Erik S Wipf, DDS",0,"wipf, dr, dentist",45,0.7758620689655172,1,BERTopic,4.911111111111111
"Erik S Wipf, DDS",1,"sharron, dr sharron, dentist",13,0.22413793103448276,2,BERTopic,5.0
One Carat Mani & Pedi,0,"nail, place, salon",29,0.5576923076923077,1,BERTopic,4.103448275862069
One Carat Mani & Pedi,1,"ticca, nail, carat",23,0.4423076923076923,2,BERTopic,4.956521739130435
Montecito Cafe,0,"montecito, cafe, montecito cafe",42,0.5526315789473685,1,BERTopic,4.261904761904762
Montecito Cafe,1,"steak, good, sauce",19,0.25,2,BERTopic,3.473684210526316
Montecito Cafe,2,"food, place, service",15,0.19736842105263158,3,BERTopic,4.0
Empty Bowl Gourmet Noodle Bar,0,"bowl, food, great",58,0.13908872901678657,1,BERTopic,4.5344827586206895
Empty Bowl Gourmet Noodle Bar,1,"thai, food, pad",50,0.11990407673860912,2,BERTopic,4.4
Empty Bowl Gourmet Noodle Bar,2,"food, great, delicious",49,0.11750599520383694,3,BERTopic,4.428571428571429
Empty Bowl Gourmet Noodle Bar,3,"pad, pad thai, thai",38,0.09112709832134293,4,BERTopic,3.8157894736842106
Empty Bowl Gourmet Noodle Bar,4,"food, line, order",33,0.07913669064748201,5,BERTopic,2.606060606060606
Empty Bowl Gourmet Noodle Bar,5,"soup, curry, noodles",32,0.07673860911270983,6,BERTopic,4.53125
Empty Bowl Gourmet Noodle Bar,6,"santa, thai, santa barbara",26,0.06235011990407674,7,BERTopic,4.846153846153846
Empty Bowl Gourmet Noodle Bar,7,"duck, buns, duck buns",25,0.05995203836930456,8,BERTopic,4.12
Empty Bowl Gourmet Noodle Bar,8,"noodle, noodles, barbara",24,0.05755395683453238,9,BERTopic,4.5
Empty Bowl Gourmet Noodle Bar,9,"noodles, tom, tom yum",23,0.05515587529976019,10,BERTopic,4.304347826086956
Empty Bowl Gourmet Noodle Bar,10,"santa barbara, barbara, santa",21,0.050359712230215826,11,BERTopic,4.809523809523809
Empty Bowl Gourmet Noodle Bar,11,"hangover, hangover noodles, noodles",20,0.047961630695443645,12,BERTopic,4.55
Empty Bowl Gourmet Noodle Bar,12,"noodles, curry, curry noodles",18,0.04316546762589928,13,BERTopic,4.833333333333333
Hollister Brewing Company,0,"good, place, food",93,0.2743362831858407,1,BERTopic,4.236559139784946
Hollister Brewing Company,1,"hollister, good, beer",58,0.1710914454277286,2,BERTopic,3.9655172413793105
Hollister Brewing Company,2,"food, minutes, table",47,0.13864306784660768,3,BERTopic,1.6382978723404256
Hollister Brewing Company,3,"fries, sandwich, good",39,0.11504424778761062,4,BERTopic,3.076923076923077
Hollister Brewing Company,4,"beer, goleta, food",36,0.10619469026548672,5,BERTopic,3.4722222222222223
Hollister Brewing Company,5,"beers, beer, food",22,0.06489675516224189,6,BERTopic,3.5
Hollister Brewing Company,6,"service, food, great",20,0.058997050147492625,7,BERTopic,3.5
Hollister Brewing Company,7,"beer, food, good",12,0.035398230088495575,8,BERTopic,2.6666666666666665
Hollister Brewing Company,8,"good, cheese, fried",12,0.035398230088495575,9,BERTopic,3.0833333333333335
Santa Barbara Museum of Art,0,"museum, art, small",71,0.7634408602150538,1,BERTopic,3.8450704225352115
Santa Barbara Museum of Art,1,"museum, santa barbara, barbara",22,0.23655913978494625,2,BERTopic,4.409090909090909
Saigon Vietnamese Restaurant,0,"pho, vietnamese, saigon",81,0.2852112676056338,1,BERTopic,3.308641975308642
Saigon Vietnamese Restaurant,1,"vietnamese, food, vietnamese food",47,0.16549295774647887,2,BERTopic,3.234042553191489
Saigon Vietnamese Restaurant,2,"service, food, order",41,0.1443661971830986,3,BERTopic,1.829268292682927
Saigon Vietnamese Restaurant,3,"curry, chicken, great",39,0.13732394366197184,4,BERTopic,4.0
Saigon Vietnamese Restaurant,4,"spring, rolls, pho",23,0.08098591549295775,5,BERTopic,3.782608695652174
Saigon Vietnamese Restaurant,5,"vegetarian, sauce, fish",14,0.04929577464788732,6,BERTopic,3.5
Saigon Vietnamese Restaurant,6,"pho, great, vegan",13,0.045774647887323945,7,BERTopic,3.8461538461538463
Saigon Vietnamese Restaurant,7,"santa barbara, barbara, santa",13,0.045774647887323945,8,BERTopic,4.076923076923077
Saigon Vietnamese Restaurant,8,"food, vietnamese, service",13,0.045774647887323945,9,BERTopic,1.9230769230769231
The Dress,0,"dress, jayna, dresses",28,0.6222222222222222,1,BERTopic,4.928571428571429
The Dress,1,"jayna, dress, wedding",17,0.37777777777777777,2,BERTopic,5.0
Aldo's Italian Restaurant,0,"food, good, place",208,0.7536231884057971,1,BERTopic,2.8990384615384617
Aldo's Italian Restaurant,1,"aldo, great, good",38,0.13768115942028986,2,BERTopic,3.736842105263158
Aldo's Italian Restaurant,2,"santa, santa barbara, barbara",30,0.10869565217391304,3,BERTopic,3.9
Arigato Sushi,0,"santa barbara, barbara, santa",92,0.1726078799249531,1,BERTopic,4.619565217391305
Arigato Sushi,1,"roll, fish, nigiri",80,0.150093808630394,2,BERTopic,3.9625
Arigato Sushi,2,"sushi, best, best sushi",56,0.1050656660412758,3,BERTopic,4.714285714285714
Arigato Sushi,3,"roll, rolls, sushi",42,0.07879924953095685,4,BERTopic,4.071428571428571
Arigato Sushi,5,"food, great, place",38,0.07129455909943715,5,BERTopic,4.342105263157895
Arigato Sushi,4,"arigato, santa, santa barbara",38,0.07129455909943715,6,BERTopic,4.7368421052631575
Arigato Sushi,6,"sushi, place, great",37,0.06941838649155722,7,BERTopic,4.648648648648648
Arigato Sushi,7,"arigato, sushi, good",30,0.05628517823639775,8,BERTopic,3.8333333333333335
Arigato Sushi,8,"sb, sushi, sushi sb",23,0.043151969981238276,9,BERTopic,4.608695652173913
Arigato Sushi,9,"arigato, love, place",21,0.039399624765478425,10,BERTopic,4.523809523809524
Arigato Sushi,11,"sushi, quality, really",14,0.02626641651031895,11,BERTopic,2.857142857142857
Arigato Sushi,10,"fish, place, sushi",14,0.02626641651031895,12,BERTopic,4.071428571428571
Arigato Sushi,12,"table, waiting, reservations",13,0.024390243902439025,13,BERTopic,2.5384615384615383
Arigato Sushi,14,"japanese, food, japanese food",12,0.0225140712945591,14,BERTopic,4.333333333333333
Arigato Sushi,13,"rolls, small, service",12,0.0225140712945591,15,BERTopic,4.0
Arigato Sushi,15,"da, time, sushi",11,0.020637898686679174,16,BERTopic,3.5454545454545454
Alessia Patisserie & Cafe ,0,"alessia, cafe, patisserie",25,0.35714285714285715,1,BERTopic,4.96
Alessia Patisserie & Cafe ,1,"place, great, pastries",18,0.2571428571428571,2,BERTopic,4.777777777777778
Alessia Patisserie & Cafe ,2,"sandwich, delicious, breakfast",15,0.21428571428571427,3,BERTopic,4.4
Alessia Patisserie & Cafe ,3,"croissant, chocolate, croissants",12,0.17142857142857143,4,BERTopic,4.583333333333333
Pack And Post,0,"pack, shipping, post",14,0.5185185185185185,1,BERTopic,5.0
Pack And Post,1,"post, service, great",13,0.48148148148148145,2,BERTopic,4.6923076923076925
The Red Piano,0,"piano, great, place",179,0.927461139896373,1,BERTopic,4.435754189944134
The Red Piano,1,"jason, piano, great",14,0.07253886010362694,2,BERTopic,4.928571428571429
Stacky's Seaside,0,"fish, chips, fish chips",23,0.5897435897435898,1,BERTopic,3.1739130434782608
Stacky's Seaside,1,"great, place, breakfast",16,0.41025641025641024,2,BERTopic,4.0
La Rouge Artistry,0,"hair, makeup, rachel",38,0.5671641791044776,1,BERTopic,4.921052631578948
La Rouge Artistry,1,"rachel, hair, wedding",29,0.43283582089552236,2,BERTopic,4.9655172413793105
Juice Ranch,0,"juice, smoothie, ranch",35,0.5932203389830508,1,BERTopic,3.914285714285714
Juice Ranch,1,"juice, great, love",24,0.4067796610169492,2,BERTopic,4.541666666666667
Coast & Olive,0,"coast, olive, coast olive",41,0.5189873417721519,1,BERTopic,4.560975609756097
Coast & Olive,1,"lobster, gnocchi, great",20,0.25316455696202533,2,BERTopic,4.25
Coast & Olive,2,"service, great, food",18,0.22784810126582278,3,BERTopic,4.333333333333333
Panino,0,"sandwich, sandwiches, good",101,0.7890625,1,BERTopic,4.415841584158416
Panino,1,"panino, sandwich, sandwiches",27,0.2109375,2,BERTopic,3.814814814814815
TAP Thai Cuisine,0,"thai, food, good",310,0.9226190476190477,1,BERTopic,3.6580645161290324
TAP Thai Cuisine,1,"barbara, santa barbara, santa",26,0.07738095238095238,2,BERTopic,4.384615384615385
Uncle Chen Restaurant,0,"food, good, chicken",58,0.5132743362831859,1,BERTopic,3.9482758620689653
Uncle Chen Restaurant,1,"chinese, food, place",31,0.2743362831858407,2,BERTopic,3.5806451612903225
Uncle Chen Restaurant,2,"uncle, uncle chen, chen",24,0.21238938053097345,3,BERTopic,4.25
Caliber Collision,0,"caliber, car, collision",27,0.5192307692307693,1,BERTopic,4.777777777777778
Caliber Collision,1,"car, service, great",25,0.4807692307692308,2,BERTopic,4.32
Panda Express,0,"food, order, chicken",20,0.5128205128205128,1,BERTopic,1.7
Panda Express,1,"panda, food, chicken",19,0.48717948717948717,2,BERTopic,2.789473684210526
CVS Pharmacy,0,"prescription, pharmacy, line",24,0.6857142857142857,1,BERTopic,1.125
CVS Pharmacy,1,"cvs, store, great",11,0.3142857142857143,2,BERTopic,3.3636363636363638
Montecito Inn,0,"hotel, montecito, inn",93,0.45588235294117646,1,BERTopic,4.258064516129032
Montecito Inn,1,"hotel, great, stay",51,0.25,2,BERTopic,4.176470588235294
Montecito Inn,2,"room, hotel, night",42,0.20588235294117646,3,BERTopic,2.1904761904761907
Montecito Inn,3,"manager, hotel, told",18,0.08823529411764706,4,BERTopic,1.3333333333333333
The Fresh Market,0,"staff, store, fresh",15,0.5172413793103449,1,BERTopic,4.533333333333333
The Fresh Market,1,"fresh, market, trader",14,0.4827586206896552,2,BERTopic,4.0
Tina's Salon,0,"tina, nails, great",60,0.7142857142857143,1,BERTopic,4.4
Tina's Salon,1,"nails, manicure, pedicure",24,0.2857142857142857,2,BERTopic,1.9583333333333333
Cabo's Baja Grill & Cantina,0,"place, food, good",34,0.723404255319149,1,BERTopic,2.8529411764705883
Cabo's Baja Grill & Cantina,1,"place, cabo, great",13,0.2765957446808511,2,BERTopic,3.8461538461538463
Johnson Family Dental,0,"insurance, office, told",50,0.43478260869565216,1,BERTopic,1.32
Johnson Family Dental,1,"dental, family, ve",49,0.4260869565217391,2,BERTopic,4.285714285714286
Johnson Family Dental,2,"crown, johnson, dental",16,0.1391304347826087,3,BERTopic,2.25
CVS Pharmacy,0,"ready, pharmacy, time",19,0.5277777777777778,1,BERTopic,1.2105263157894737
CVS Pharmacy,1,"cvs, line, pharmacy",17,0.4722222222222222,2,BERTopic,3.0588235294117645
Fresco Cafe North,0,"good, food, salad",56,0.7671232876712328,1,BERTopic,3.5714285714285716
Fresco Cafe North,1,"fresco, food, goleta",17,0.2328767123287671,2,BERTopic,3.235294117647059
Pizza My Heart,0,"pizza, place, great",35,0.3431372549019608,1,BERTopic,4.6
Pizza My Heart,1,"order, pizza, minutes",19,0.18627450980392157,2,BERTopic,2.210526315789474
Pizza My Heart,2,"pizza, heart, pizza heart",18,0.17647058823529413,3,BERTopic,4.722222222222222
Pizza My Heart,3,"pmh, slice, iv",17,0.16666666666666666,4,BERTopic,4.470588235294118
Pizza My Heart,4,"iv, place, place iv",13,0.12745098039215685,5,BERTopic,4.384615384615385
Secret Bao,0,"amazing, kfc, food",16,0.6153846153846154,1,BERTopic,4.8125
Secret Bao,1,"pork, belly, bao",10,0.38461538461538464,2,BERTopic,4.7
Harry's Plaza Cafe,0,"harry, food, good",146,0.5069444444444444,1,BERTopic,2.9863013698630136
Harry's Plaza Cafe,1,"great, place, good",100,0.3472222222222222,2,BERTopic,4.21
Harry's Plaza Cafe,2,"santa barbara, barbara, santa",23,0.0798611111111111,3,BERTopic,4.217391304347826
Harry's Plaza Cafe,3,"santa barbara, barbara, santa",19,0.06597222222222222,4,BERTopic,4.2105263157894735
Los Arroyos Mexican Restaurant & Take Out,0,"los, arroyos, los arroyos",54,0.2583732057416268,1,BERTopic,4.037037037037037
Los Arroyos Mexican Restaurant & Take Out,1,"margaritas, great, margarita",49,0.23444976076555024,2,BERTopic,4.061224489795919
Los Arroyos Mexican Restaurant & Take Out,2,"food, minutes, service",44,0.21052631578947367,3,BERTopic,1.8636363636363635
Los Arroyos Mexican Restaurant & Take Out,3,"mexican, food, mexican food",19,0.09090909090909091,4,BERTopic,4.684210526315789
Los Arroyos Mexican Restaurant & Take Out,4,"food, service, great",16,0.07655502392344497,5,BERTopic,4.75
Los Arroyos Mexican Restaurant & Take Out,5,"chips, good, water",16,0.07655502392344497,6,BERTopic,2.75
Los Arroyos Mexican Restaurant & Take Out,6,"food, service, wouldn",11,0.05263157894736842,7,BERTopic,2.1818181818181817
Tonic Nightclub,0,"club, let, place",71,0.4251497005988024,1,BERTopic,1.380281690140845
Tonic Nightclub,1,"music, good, dance",38,0.2275449101796407,2,BERTopic,3.5789473684210527
Tonic Nightclub,2,"tonic, really, good",30,0.17964071856287425,3,BERTopic,3.566666666666667
Tonic Nightclub,3,"santa barbara, santa, barbara",28,0.16766467065868262,4,BERTopic,3.6785714285714284
Petrini's Italian Restaurant - Santa Barbara,0,"italian, food, good",49,0.30625,1,BERTopic,3.857142857142857
Petrini's Italian Restaurant - Santa Barbara,1,"petrini, food, italian",44,0.275,2,BERTopic,3.7954545454545454
Petrini's Italian Restaurant - Santa Barbara,2,"service, food, great",37,0.23125,3,BERTopic,3.0
Petrini's Italian Restaurant - Santa Barbara,3,"santa, barbara, santa barbara",15,0.09375,4,BERTopic,4.4
Petrini's Italian Restaurant - Santa Barbara,4,"pizza, definitely, crust",15,0.09375,5,BERTopic,4.466666666666667
Mason Beach Inn,0,"room, hotel, beach",64,0.5663716814159292,1,BERTopic,2.796875
Mason Beach Inn,1,"room, great, stay",49,0.4336283185840708,2,BERTopic,3.9591836734693877
Pizza Mizza,0,"pizza, mizza, pizza mizza",36,0.3673469387755102,1,BERTopic,4.611111111111111
Pizza Mizza,1,"pizza, order, ordered",27,0.2755102040816326,2,BERTopic,1.962962962962963
Pizza Mizza,2,"pizza, place, good",24,0.24489795918367346,3,BERTopic,3.9166666666666665
Pizza Mizza,3,"crust, pizza, delivery",11,0.11224489795918367,4,BERTopic,4.0
Anacapa Plumbing,0,"anacapa, plumbing, anacapa plumbing",51,0.7846153846153846,1,BERTopic,4.607843137254902
Anacapa Plumbing,1,"jeremiah, plumbing, time",14,0.2153846153846154,2,BERTopic,4.428571428571429
Tony's Restaurant,0,"italian, good, food",23,0.5348837209302325,1,BERTopic,3.6956521739130435
Tony's Restaurant,1,"pizza, service, food",20,0.46511627906976744,2,BERTopic,2.45
Rincon Beach Bar,0,"food, great, service",63,0.7159090909090909,1,BERTopic,4.682539682539683
Rincon Beach Bar,1,"rincon, food, bar",25,0.2840909090909091,2,BERTopic,5.0
Brophy Bros - Santa Barbara,0,"santa, barbara, santa barbara",356,0.2266072565245067,1,BERTopic,4.452247191011236
Brophy Bros - Santa Barbara,1,"chowder, clam, clam chowder",169,0.10757479312539783,2,BERTopic,4.420118343195266
Brophy Bros - Santa Barbara,2,"food, great, place",123,0.07829408020369191,3,BERTopic,4.390243902439025
Brophy Bros - Santa Barbara,3,"brophy, brophy bros, bros",121,0.07702100572883513,4,BERTopic,4.404958677685951
Brophy Bros - Santa Barbara,4,"brophy, santa, santa barbara",91,0.05792488860598345,5,BERTopic,4.483516483516484
Brophy Bros - Santa Barbara,5,"harbor, view harbor, great",70,0.04455760661998727,6,BERTopic,4.328571428571428
Brophy Bros - Santa Barbara,6,"oysters, clams, seafood",52,0.033099936346276254,7,BERTopic,3.826923076923077
Brophy Bros - Santa Barbara,7,"wait, long, fish",39,0.024824952259707194,8,BERTopic,3.948717948717949
Brophy Bros - Santa Barbara,8,"pasta, seafood, seafood pasta",36,0.022915340547422024,9,BERTopic,3.6944444444444446
Brophy Bros - Santa Barbara,9,"calamari, chowder, clam",34,0.021642266072565246,10,BERTopic,4.088235294117647
Brophy Bros - Santa Barbara,10,"seafood, place, fresh",33,0.021005728835136857,11,BERTopic,4.212121212121212
Brophy Bros - Santa Barbara,11,"bloody mary, bloody, mary",32,0.020369191597708464,12,BERTopic,4.375
Brophy Bros - Santa Barbara,12,"fish, chips, fish chips",31,0.019732654360280075,13,BERTopic,3.6129032258064515
Brophy Bros - Santa Barbara,14,"chowder, ordered, clam",23,0.01464035646085296,14,BERTopic,3.130434782608696
Brophy Bros - Santa Barbara,15,"brophy, fish, seafood",23,0.01464035646085296,15,BERTopic,3.739130434782609
Brophy Bros - Santa Barbara,13,"sb, seafood, place",23,0.01464035646085296,16,BERTopic,4.521739130434782
Brophy Bros - Santa Barbara,16,"chowder, great, clam chowder",22,0.014003819223424571,17,BERTopic,4.318181818181818
Brophy Bros - Santa Barbara,17,"said, asked, manager",22,0.014003819223424571,18,BERTopic,1.9545454545454546
Brophy Bros - Santa Barbara,18,"ceviche, cold, outside",21,0.01336728198599618,19,BERTopic,4.095238095238095
Brophy Bros - Santa Barbara,19,"oyster, great, anniversary",21,0.01336728198599618,20,BERTopic,4.095238095238095
Brophy Bros - Santa Barbara,21,"wait, food, service",20,0.012730744748567792,21,BERTopic,3.2
Brophy Bros - Santa Barbara,20,"clams, garlic, baked",20,0.012730744748567792,22,BERTopic,4.05
Brophy Bros - Santa Barbara,23,"table, waitress, time",19,0.0120942075111394,23,BERTopic,3.1052631578947367
Brophy Bros - Santa Barbara,22,"great, marina, food",19,0.0120942075111394,24,BERTopic,4.526315789473684
Brophy Bros - Santa Barbara,24,"mahi, mahi mahi, good",17,0.010821133036282623,25,BERTopic,3.2941176470588234
Brophy Bros - Santa Barbara,25,"crab, crab cakes, cakes",16,0.010184595798854232,26,BERTopic,3.625
Brophy Bros - Santa Barbara,26,"clams, garlic, oysters",16,0.010184595798854232,27,BERTopic,4.0
Brophy Bros - Santa Barbara,27,"fish, santa barbara, barbara",16,0.010184595798854232,28,BERTopic,3.75
Brophy Bros - Santa Barbara,28,"seafood, really, place",15,0.009548058561425843,29,BERTopic,3.8
Brophy Bros - Santa Barbara,29,"awesome, swordfish, salad",15,0.009548058561425843,30,BERTopic,4.333333333333333
Brophy Bros - Santa Barbara,30,"downstairs, upstairs, calamari",12,0.0076384468491406746,31,BERTopic,3.8333333333333335
Brophy Bros - Santa Barbara,31,"calamari, place, boat",12,0.0076384468491406746,32,BERTopic,4.666666666666667
Brophy Bros - Santa Barbara,32,"yelp, yelp reviews, reviews",11,0.007001909611712286,33,BERTopic,3.5454545454545454
Brophy Bros - Santa Barbara,33,"chips, fish chips, fish",11,0.007001909611712286,34,BERTopic,4.545454545454546
Brophy Bros - Santa Barbara,34,"pasta, got, salad",10,0.006365372374283896,35,BERTopic,3.7
Peebee & Jays,0,"sandwich, sandwiches, place",99,0.792,1,BERTopic,4.1313131313131315
